length_url,length_hostname,num_special_chars,num_digits,subdomain_count,domain_age,web_traffic,page_rank,google_index,status_encoded
27,19,54,0,2,863,0,2,0,0
101,17,505,0,5,255,0,0,1,1
100,18,300,100,3,254,0,0,1,1
76,23,152,228,2,7597,177763,5,1,0
196,13,784,0,4,-1,0,0,0,1
20,11,40,20,2,-1,0,3,0,0
26,19,26,0,1,295,0,0,1,1
34,27,68,0,2,7621,56198,6,1,1
42,33,84,0,2,7296,0,5,1,1
74,28,296,222,4,7446,383,8,0,0
43,15,86,0,2,5638,2,10,0,0
68,42,272,0,4,3992,5697976,0,1,1
45,37,225,0,5,2201,533532,1,1,1
50,15,100,300,2,5887,184,6,0,0
28,10,84,0,3,-1,0,0,1,1
50,16,100,0,2,7134,12,7,0,0
126,50,504,126,4,3992,5697976,0,1,1
59,27,177,59,3,1355,686549,1,1,1
34,26,68,34,2,-1,63164,2,1,1
41,17,82,0,2,6431,623,5,0,0
118,42,472,0,4,3993,5707171,0,1,1
32,11,32,0,1,5868,0,0,1,1
26,17,78,0,3,5322,189061,4,0,0
25,18,50,50,2,4665,0,1,0,0
76,22,152,532,2,2887,485854,1,0,0
103,6,412,103,4,-1,24,9,0,1
24,17,48,0,2,-1,525334,3,0,0
26,17,52,0,2,-2,207273,3,0,0
93,13,465,0,5,1301,0,0,1,1
86,17,344,430,4,7857,46701,4,1,1
97,17,194,97,2,4609,0,3,1,1
57,22,171,114,3,5839,3090165,2,0,0
45,9,90,0,2,-1,0,0,1,1
45,24,90,0,2,5669,0,0,1,1
24,16,48,0,2,4678,0,4,0,0
34,18,68,34,2,12430,1858,5,1,0
53,20,159,0,3,2687,186822,4,0,0
34,26,68,0,2,5644,0,2,0,0
75,20,150,450,2,3312,228043,4,0,0
50,12,100,150,2,9283,154918,5,0,0
42,25,84,0,2,1338,22211,6,1,1
56,9,168,0,3,7528,0,0,1,1
70,14,210,350,3,11046,545,6,0,0
64,16,128,192,2,12209,50,8,1,0
84,17,168,672,2,5067,595,6,0,0
33,24,66,33,2,3382,4463841,4,0,0
547,25,2735,12581,5,6590,30,4,1,0
54,46,216,0,4,5627,0,5,1,1
74,19,148,370,2,2617,5219,4,1,0
28,20,56,28,2,-1,0,2,0,0
59,27,177,59,3,1134,3201555,1,0,1
40,21,120,0,3,1849,348199,1,0,0
31,22,93,0,3,8317,644,5,1,0
250,47,1500,750,6,834,2151511,1,1,1
158,15,632,948,4,-1,1768405,2,1,1
42,17,84,42,2,-1,0,0,1,1
126,50,504,126,4,3992,5697976,0,1,1
56,18,112,0,2,12471,5469,5,0,0
70,16,140,0,2,8348,1,10,1,1
43,16,86,0,2,7129,12,7,0,0
39,21,78,0,2,3050,2259972,2,0,0
30,21,60,30,2,7296,0,5,1,1
61,16,122,122,2,-1,8607,7,0,0
58,16,174,290,3,6137,28049,5,0,0
131,54,655,131,5,3992,5697976,0,1,1
53,20,159,0,3,140,0,0,1,1
102,13,306,0,3,7681,166058,4,1,1
101,18,202,101,2,2460,0,0,0,1
132,17,264,0,2,9338,21,5,0,1
52,22,104,104,2,8569,22658,5,1,0
121,30,605,484,5,63,0,0,1,1
45,25,135,0,3,-1,0,2,1,1
31,24,62,0,2,7295,0,5,1,1
52,14,104,0,2,1953,4365,3,1,1
16,8,16,0,1,427,0,0,0,1
25,16,50,0,2,8184,5235015,3,0,0
115,42,460,0,4,3993,5707171,0,1,1
35,23,70,35,2,-1,582076,3,0,0
111,17,333,111,3,4609,0,3,1,1
33,14,33,0,1,4698,0,0,1,1
105,21,420,0,4,-1,0,0,1,1
26,18,52,0,2,3393,0,3,0,0
51,42,306,0,6,-1,66005,4,0,1
62,34,186,62,3,4851,0,3,0,0
54,19,162,0,3,7188,22333,4,0,0
55,16,165,0,3,7199,2243,5,0,0
53,15,159,212,3,287,0,0,1,0
79,14,79,790,1,5797,1518,7,1,0
23,14,69,0,3,-1,3865872,2,0,0
118,42,472,0,4,3992,5697976,0,1,1
46,16,92,0,2,7133,12,7,0,0
64,18,128,0,2,4456,0,1,1,1
32,24,64,0,2,5976,0,2,0,0
40,11,40,0,1,6381,0,3,1,1
22,15,44,0,2,158,0,0,1,1
82,12,82,82,1,98,0,0,1,1
36,27,72,0,2,5968,88539,5,0,0
47,39,188,94,4,5615,0,5,0,1
26,17,52,0,2,5064,53952,4,0,0
66,35,330,66,5,5616,0,5,1,1
107,17,535,0,5,134,0,0,1,1
64,10,64,64,1,3610,0,1,1,1
80,18,240,240,3,155,0,0,1,1
38,15,114,0,3,-1,882317,0,1,1
22,15,22,0,1,1604,1823977,1,0,0
60,20,180,60,3,-1,0,3,1,1
34,25,68,0,2,7447,0,8,0,0
33,19,66,0,2,7986,7423,5,0,0
35,27,70,0,2,6844,1863827,0,1,1
69,14,138,483,2,1976,3699651,4,0,0
29,21,58,0,2,5634,101301,4,0,0
126,50,504,126,4,3993,5707171,0,1,1
26,18,78,0,3,1526,2521041,3,0,0
114,29,228,228,2,4089,0,4,1,1
40,16,80,0,2,7131,12,7,0,0
45,9,90,0,2,-1,0,0,1,1
100,28,200,800,2,7618,2192,5,1,0
141,29,282,282,2,8019,0,4,1,1
73,14,73,0,1,5233,10313348,3,1,1
121,57,242,363,2,101,0,0,1,1
28,19,56,0,2,-1,4055114,3,0,0
62,14,186,186,3,11049,546,6,0,0
59,20,177,59,3,5595,61492,4,0,0
48,17,144,48,3,7521,306900,5,0,0
58,25,116,174,2,6581,16774,4,0,0
22,13,44,0,2,806,45133,1,1,1
54,16,162,0,3,-1,0,0,1,1
40,12,40,80,1,2874,8543,3,0,0
54,12,108,216,2,6070,413,8,0,0
126,50,504,126,4,3993,5707171,0,1,1
130,54,650,130,5,3993,5707171,0,1,1
30,21,60,0,2,933,249971,3,0,1
53,15,106,106,2,3716,0,0,1,1
56,21,112,0,2,2703,0,0,1,1
61,21,244,0,4,6923,466083,5,0,0
126,61,378,504,3,1658,2580873,0,1,1
69,21,69,69,1,304,0,0,1,1
50,13,150,0,3,12031,101986,4,0,0
45,24,135,0,3,-1,0,0,1,1
289,33,867,289,3,8018,0,4,1,1
45,16,90,45,2,2110,0,0,1,1
23,15,46,0,2,1016,0,0,0,0
50,42,150,100,3,467,0,1,0,1
464,14,4176,1392,9,-1,0,0,1,1
31,22,62,0,2,6124,23415,5,1,0
106,29,212,954,2,84,0,0,1,1
84,11,84,0,1,6752,2307,8,1,1
68,42,272,0,4,3993,5707171,0,1,1
33,24,66,0,2,2840,0,2,1,1
39,19,78,78,2,5648,83810,5,0,0
19,12,19,0,1,584,0,2,0,0
54,18,162,0,3,-1,0,0,1,1
35,20,70,0,2,4821,209223,4,1,0
46,21,92,46,2,7616,2190,5,0,0
67,18,134,201,2,5720,3196,7,1,0
57,28,114,0,2,3562,0,0,1,1
45,23,90,90,2,6073,14284,5,0,0
29,19,29,0,1,13,0,0,1,1
29,20,87,0,3,-1,256371,3,0,0
59,21,177,295,3,4478,625153,5,0,0
30,22,60,0,2,5208,24006,4,1,1
21,14,42,21,2,4732,175291,2,0,0
40,32,80,0,2,7083,17964,3,1,1
41,20,41,0,1,4270,0,0,1,1
107,21,428,107,4,4609,0,3,1,1
62,44,434,0,7,5801,0,1,1,1
34,16,68,0,2,7133,12,7,0,0
28,19,56,0,2,1392,381995,2,0,0
32,23,64,0,2,-1,0,2,0,0
27,18,81,0,3,8205,441148,4,0,0
41,24,164,0,4,5616,0,5,1,1
40,17,80,40,2,7534,757720,5,0,0
55,36,275,0,5,-1,0,0,1,1
35,22,70,35,2,3608,0,0,1,1
28,20,56,0,2,8161,0,4,0,0
79,29,237,0,3,7296,8596669,4,1,0
58,22,174,0,3,5047,379,5,0,0
152,18,608,152,4,4091,7776219,0,1,1
26,17,52,0,2,2297,0,3,0,0
57,20,171,0,3,3256,4591292,1,1,1
45,28,180,0,4,-1,0,0,1,1
63,12,126,0,2,5594,7023,5,0,0
65,31,195,65,3,1546,4669,2,1,1
30,21,90,0,3,1845,10607254,0,0,1
33,22,66,0,2,7585,982,5,0,0
35,11,35,0,1,7491,63,10,0,0
32,23,64,0,2,-1,624111,2,0,0
79,13,158,79,2,6301,0,3,1,1
46,17,138,0,3,8488,3147,5,0,0
34,17,68,0,2,1375,0,0,1,1
55,17,110,110,2,8614,98840,5,0,0
35,28,70,0,2,7295,0,5,1,1
35,27,105,0,3,-1,0,2,0,0
70,35,140,140,2,11,0,0,1,1
67,40,335,0,5,2561,0,0,1,1
84,24,168,84,2,977,0,0,1,1
91,19,182,637,2,10572,2097,7,0,0
52,29,104,0,2,7553,0,0,1,1
85,18,340,0,4,-1,0,0,1,1
59,21,118,0,2,3952,3862928,4,0,0
57,7,57,57,1,2521,632001,7,1,1
128,54,640,128,5,3993,5707171,0,1,1
43,7,43,0,1,4278,0,3,1,1
29,20,58,0,2,-1,0,2,0,0
156,15,624,0,4,5963,0,0,1,1
61,16,183,0,3,-1,1021,6,1,0
36,29,72,0,2,7295,0,5,1,1
128,50,512,128,4,3992,5697976,0,1,1
64,19,256,64,4,8485,38086,6,1,0
38,19,38,38,1,-1,53863,5,0,0
61,12,61,0,1,1710,0,0,1,1
49,20,98,98,2,7777,13509,6,0,0
67,18,67,0,1,5813,0,0,1,1
40,31,80,0,2,1458,3012268,4,0,0
125,50,500,125,4,3993,5707171,0,1,1
22,13,44,0,2,1825,2867682,2,0,0
117,19,351,351,3,7791,560,8,0,0
133,23,266,133,2,4325,10052070,1,1,1
133,27,266,266,2,3674,9555991,0,0,1
39,14,156,0,4,-1,0,0,1,1
50,15,100,100,2,-1,891330,5,1,0
114,37,456,228,4,837,0,0,1,1
29,22,58,0,2,7295,0,5,1,1
63,19,189,0,3,-1,0,4,0,0
76,14,152,0,2,-1,0,0,1,1
31,22,62,0,2,1813,5357492,2,0,0
30,22,60,0,2,7295,0,5,1,1
36,13,36,0,1,7185,20599,5,0,0
91,21,364,0,4,-1,2656129,3,1,1
67,18,201,0,3,484,0,2,1,1
40,32,80,0,2,7296,0,5,0,0
43,18,86,43,2,3800,0,2,0,0
81,19,162,0,2,535,7375648,1,1,1
121,24,242,0,2,5058,77435,4,0,1
17,9,17,0,1,6435,59635,5,0,0
22,14,22,0,1,-1,0,0,0,1
66,12,264,132,4,2507,0,1,1,1
39,15,117,0,3,7986,109426,4,1,1
24,15,48,0,2,8153,0,3,0,0
56,15,168,0,3,-1,0,2,1,1
35,14,35,0,1,5460,0,0,1,1
86,37,172,258,2,7617,2187,5,1,0
26,11,26,0,1,1015,0,0,1,1
57,21,171,0,3,2676,0,0,1,1
25,13,50,0,2,7827,403914,5,0,0
21,14,42,0,2,-1,0,2,0,0
34,25,68,34,2,-1,956271,3,0,0
155,14,620,930,4,-1,0,0,1,1
46,18,46,46,1,8130,1229068,4,0,0
23,15,46,23,2,-1,0,1,0,0
52,17,104,0,2,8756,19882,6,0,0
76,16,152,76,2,-1,0,2,1,1
79,60,316,158,4,5613,0,5,1,1
49,14,147,0,3,7311,17148,3,1,0
58,10,116,0,2,-1,533432,3,0,1
54,9,216,0,4,-1,0,0,1,1
127,61,381,508,3,1669,1961063,0,1,1
58,18,116,0,2,2931,0,1,1,1
52,44,104,104,2,1532,4691,2,1,1
24,15,48,0,2,6129,2872123,3,0,0
81,20,162,324,2,6777,1494607,2,1,0
177,21,1239,177,7,6856,988416,1,1,1
21,6,21,0,1,-1,3523,9,0,1
49,36,98,147,2,7296,0,5,1,1
52,17,156,0,3,8146,12421,6,0,0
23,12,23,0,1,2769,0,2,1,1
35,27,70,0,2,7298,2078971,5,0,0
82,34,164,164,2,7615,2188,5,1,0
63,33,315,126,5,5615,0,5,1,1
91,14,273,0,3,-1,0,0,1,1
49,20,98,49,2,6179,619864,2,0,0
23,14,46,0,2,-1,0,2,0,0
41,16,41,0,1,325,0,0,1,1
19,8,19,0,1,7287,0,0,1,1
49,12,98,49,2,9637,147,7,1,0
25,9,25,0,1,-1,27683,4,1,1
113,15,226,0,2,8347,1,10,1,1
92,22,184,552,2,7535,14506,5,0,0
35,22,70,0,2,5161,0,8,1,0
45,16,90,0,2,7130,12,7,0,0
69,23,276,138,4,-1,64871,5,0,0
41,21,41,41,1,3829,3520303,3,0,0
126,50,504,126,4,4003,5816617,0,1,1
52,19,156,0,3,553,0,0,1,1
41,32,82,0,2,5063,2258035,5,0,0
37,16,74,0,2,7391,5392060,2,1,1
47,12,94,0,2,6011,115,8,0,0
26,10,52,0,2,-1,14056,4,0,0
45,36,135,0,3,2532,514430,0,1,1
58,15,116,290,2,9286,1137,6,1,0
18,9,36,0,2,-1,473854,5,0,0
97,15,194,873,2,8618,1418,6,0,0
43,16,86,0,2,7134,13,7,0,0
109,17,327,109,3,4609,0,3,1,1
25,9,25,0,1,3466,0,1,1,1
51,17,153,51,3,4198,0,4,0,0
21,13,42,0,2,7253,943419,1,1,1
66,20,132,330,2,4860,1275056,4,0,0
64,27,192,192,3,1290,0,0,0,0
26,17,52,0,2,3038,3479049,2,0,0
31,22,62,0,2,3830,5662,5,0,0
68,18,136,204,2,6317,8160,6,0,0
108,45,216,324,2,5634,0,5,1,0
263,15,1578,263,6,5636,2,10,0,1
40,16,80,0,2,8933,91852,5,1,0
100,21,300,100,3,4608,0,3,1,1
25,16,50,0,2,7753,140382,4,0,0
34,21,102,0,3,1514,0,0,1,1
19,11,38,0,2,1905,277373,3,0,0
49,16,98,0,2,7134,13,7,0,0
48,24,144,48,3,6855,227342,5,0,0
113,15,226,0,2,8346,1,10,1,1
29,20,58,0,2,-1,1868666,2,0,0
96,16,192,384,2,6950,0,0,1,1
44,24,132,0,3,1338,22211,6,1,1
26,19,52,0,2,7921,3601536,2,0,0
35,24,70,35,2,2254,1144030,0,1,1
33,10,66,0,2,8354,6425032,2,1,1
65,16,130,65,2,-1,0,1,1,1
57,14,171,0,3,-1,0,0,1,1
23,16,23,0,1,1759,0,2,0,0
35,26,70,0,2,2206,759109,3,0,0
20,13,40,0,2,4138,4535468,2,1,1
56,21,168,112,3,6841,72924,5,0,0
101,21,303,707,3,8543,28261,5,0,0
156,15,624,0,4,5963,0,0,1,1
49,16,147,196,3,6134,28418,5,0,0
35,16,70,0,2,7253,943419,1,1,1
56,15,168,0,3,5639,607506,5,0,0
46,22,46,46,1,1824,0,0,1,1
44,10,44,0,1,4671,89,9,0,0
103,13,206,0,2,4923,26616,5,1,1
24,15,48,0,2,-1,4577170,2,0,0
31,22,93,0,3,-1,2113067,4,0,0
39,32,156,0,4,4202,0,0,1,1
32,16,64,0,2,8414,176808,4,0,0
22,14,44,0,2,-1,0,4,1,1
35,13,105,0,3,5515,755916,4,0,0
169,10,507,169,3,125,0,3,1,1
46,19,92,0,2,1868,2161928,2,1,1
74,16,222,148,3,2403,819233,3,0,1
159,13,636,0,4,-1,13447,5,1,0
73,40,365,146,5,5627,0,5,1,1
68,38,136,68,2,7615,2188,5,0,0
73,29,292,0,4,2941,0,0,1,1
42,34,168,42,4,2641,2372393,1,1,1
44,36,88,0,2,4801,428038,4,0,0
123,17,369,123,3,6750,6580550,4,1,0
41,18,82,0,2,8346,1,10,1,0
47,20,47,0,1,4322,0,0,1,1
77,23,77,0,1,5756,0,2,1,1
37,19,111,0,3,4382,378751,3,1,1
76,17,76,684,1,8020,8126,5,0,0
50,20,150,0,3,8043,2572,6,0,0
43,12,129,0,3,3689,0,2,1,1
31,8,31,0,1,3076,0,1,1,1
31,23,62,0,2,4911,0,3,0,0
51,19,102,51,2,7869,2033,6,0,0
62,29,310,0,5,5626,2856134,5,1,1
20,11,40,0,2,-1,183772,3,0,0
128,50,512,128,4,3993,5707171,0,1,1
62,10,62,0,1,-1,0,0,1,1
35,26,70,0,2,2304,2271605,2,0,0
37,16,74,37,2,5707,1652125,1,1,1
47,15,188,47,4,-1,0,0,1,1
53,16,159,0,3,8546,21974,5,0,0
72,14,288,0,4,11317,54663,5,0,0
126,31,378,0,3,-1,0,0,1,1
73,15,219,0,3,7339,48563,5,0,0
50,16,100,0,2,2100,0,0,1,1
22,15,22,0,1,-1,8587175,2,0,0
63,16,126,189,2,7925,570,7,0,0
71,15,213,0,3,8346,1,10,0,0
87,21,261,261,3,11566,374,6,1,0
52,18,104,0,2,973,8238037,2,1,1
42,23,84,42,2,1953,4365,3,0,1
21,13,63,0,3,8675,484673,2,0,0
38,18,38,0,1,1825,0,0,1,1
125,50,500,125,4,3992,5707171,0,1,1
126,50,504,126,4,3992,5697976,0,1,1
48,29,144,0,3,7588,2928750,4,0,0
52,35,156,52,3,1547,4639,2,1,1
62,27,186,62,3,1856,0,0,1,1
79,23,158,474,2,3104,545173,3,0,0
61,15,122,305,2,5887,184,6,0,0
118,42,472,0,4,3993,5707171,0,1,1
58,14,174,116,3,6495,7453,5,1,0
38,24,76,0,2,2035,4378438,2,1,1
52,16,156,0,3,-1,4693,5,0,0
38,30,190,0,5,7011,705069,2,1,1
52,16,156,156,3,5913,86462,5,0,0
49,11,98,147,2,837,0,2,1,0
47,15,94,0,2,8831,2672,6,1,0
43,12,172,43,4,10,0,0,1,1
75,16,75,375,1,-1,172131,4,1,0
611,21,2444,611,4,978,0,0,1,1
25,16,50,0,2,7866,0,2,0,0
28,19,56,0,2,3291,95364,4,0,0
72,16,216,72,3,1194,0,0,1,1
50,17,150,50,3,-1,8688799,0,1,1
67,17,201,0,3,6438,322,7,0,0
29,21,58,0,2,4014,10539664,3,0,0
75,16,150,525,2,6339,119459,4,0,0
42,14,84,0,2,1341,0,0,0,1
88,22,352,88,4,-1,0,0,1,1
40,31,80,0,2,5231,0,7,0,0
48,16,96,0,2,7134,13,7,0,0
41,18,82,41,2,2781,0,3,1,1
232,13,928,0,4,8288,0,1,1,1
42,14,126,0,3,7157,2294,3,0,0
115,42,460,0,4,3992,5697976,0,1,1
40,27,120,0,3,2433,0,0,1,1
32,24,64,32,2,1052,0,1,1,1
38,13,114,0,3,-1,0,0,1,1
127,50,508,127,4,3993,5707171,0,1,1
39,18,78,78,2,896,457413,2,0,1
55,19,110,0,2,7558,1695,7,1,0
105,28,210,210,2,7530,264522,5,0,0
129,6,516,258,4,-1,24,9,0,1
46,17,138,46,3,1609,0,2,1,1
98,22,686,0,7,-1,79585,6,1,1
38,17,76,0,2,-1,0,0,1,0
89,15,356,0,4,5186,10408014,1,1,1
72,31,216,216,3,-1,967672,4,0,1
124,46,620,0,5,3992,5697976,0,1,1
46,37,92,138,2,5159,0,8,1,1
30,23,30,0,1,2,0,0,1,1
127,50,508,127,4,3993,5707171,0,1,1
34,25,68,34,2,2837,0,2,1,1
45,16,90,0,2,8349,1,10,0,1
25,17,75,0,3,1408,0,3,0,0
20,12,40,0,2,-1,0,0,0,1
25,12,50,0,2,9754,31526,5,0,0
40,25,80,0,2,6257,689,6,0,0
84,9,84,756,1,4447,460464,4,0,0
70,14,140,0,2,4915,19217,5,0,0
32,16,32,0,1,4934,0,0,1,1
33,24,66,0,2,797,0,2,0,1
133,18,532,931,4,-1,148470,5,0,0
16,9,16,0,1,-1,82809,3,0,0
29,22,58,0,2,4913,2013263,3,0,0
22,7,22,0,1,-1,61657,5,1,1
84,21,168,504,2,4308,6810,7,0,0
41,10,41,82,1,3567,0,0,1,1
44,18,88,0,2,7677,179423,4,0,0
99,15,198,0,2,8346,1,10,1,1
219,12,657,219,3,-1,0,0,1,1
24,15,48,0,2,3821,433555,2,0,0
48,18,48,48,1,462,2516334,2,0,1
21,13,42,0,2,4884,238030,3,0,0
51,21,51,153,1,2380,117179,4,0,0
39,16,78,0,2,8517,8,10,0,0
42,16,84,0,2,8348,1,10,1,1
31,12,62,0,2,6,0,0,1,1
76,50,304,76,4,3993,5707171,0,1,1
123,46,615,0,5,3993,5707171,0,1,1
46,17,92,138,2,9638,148,7,1,0
42,14,126,0,3,7155,2250,3,0,0
68,37,340,204,5,5615,0,5,1,1
23,14,46,0,2,2570,0,2,0,0
20,12,40,0,2,7206,2763,5,0,0
29,15,29,0,1,-1,0,0,1,1
20,11,40,0,2,9040,531101,5,0,0
80,28,240,320,3,5397,42531,5,0,0
66,19,198,0,3,1547,0,0,1,1
42,9,84,0,2,-1,1163,5,0,0
85,26,340,255,4,1871,7627796,1,1,1
48,15,144,0,3,7741,1382310,3,1,1
46,8,92,0,2,-1,2488533,2,1,1
82,16,164,0,2,8347,1,10,1,1
66,28,132,264,2,7618,2188,5,1,0
24,17,24,0,1,1984,874125,2,0,0
47,18,141,0,3,7133,12,7,1,0
63,21,126,189,2,5509,1294,7,0,0
58,25,290,0,5,2101,7346260,2,1,1
104,28,416,104,4,1016,1211946,2,1,1
24,15,48,0,2,8340,178835,5,0,0
30,16,60,0,2,-1,0,0,1,1
84,32,168,420,2,4763,6179184,3,0,0
46,14,138,92,3,-1,122722,5,1,0
32,17,32,0,1,-1,0,0,1,1
48,41,192,96,4,118,0,0,1,1
70,36,140,70,2,7618,2188,5,0,0
104,31,208,624,2,7449,6951049,8,1,0
32,23,64,0,2,7453,16938,5,0,0
92,16,184,552,2,11021,2772,6,1,0
57,25,171,0,3,-1,0,0,1,1
89,15,178,534,2,5371,310,8,1,0
28,20,56,0,2,3787,4702582,3,0,0
45,19,45,0,1,1407,0,0,1,1
52,21,52,52,1,3828,3516548,3,0,0
206,12,824,0,4,-1,0,0,1,1
96,14,192,96,2,254,0,0,1,1
69,11,69,345,1,2375,164898,5,0,0
32,14,64,0,2,9268,8530,7,1,0
48,18,144,0,3,7130,12,7,1,0
60,23,180,240,3,8706,975738,4,0,0
111,19,333,555,3,7795,548,8,0,0
59,20,177,177,3,5974,130357,5,0,0
118,12,354,590,3,8569,492031,4,0,0
37,18,74,0,2,5904,1468,6,1,0
59,17,177,177,3,6705,67893,5,1,0
26,18,52,26,2,2415,825424,2,0,0
73,15,219,0,3,7336,52443,5,0,0
49,31,98,49,2,6605,899,5,1,1
69,19,207,0,3,6111,1613,5,0,0
37,25,74,0,2,1338,22211,6,1,1
129,54,645,129,5,4004,5828815,0,1,1
128,18,896,0,7,-1,8902890,4,1,1
25,16,50,0,2,-1,213573,2,0,0
33,24,66,0,2,2298,569663,4,0,0
71,26,142,284,2,2135,2721076,3,0,0
109,7,109,1199,1,9794,21833,5,0,0
71,18,284,71,4,12795,2404,5,1,0
67,18,201,67,3,4897,0,2,1,0
58,49,116,232,2,7296,0,5,1,1
60,22,180,0,3,4917,601002,2,1,0
86,28,258,258,3,6070,0,4,1,1
159,40,954,0,6,-1,0,0,1,1
96,14,192,96,2,244,0,0,1,1
24,16,48,0,2,3268,260070,4,0,0
110,23,330,0,3,2842,0,0,1,1
28,21,56,0,2,7295,0,5,1,1
89,24,356,0,4,6932,262805,2,1,1
55,47,220,0,4,5615,0,5,1,1
67,18,201,0,3,6977,6845579,3,1,1
26,13,52,0,2,2290,132459,4,1,1
42,25,126,0,3,7050,728078,0,1,1
31,18,62,0,2,-1,0,2,0,0
53,24,159,106,3,5228,550535,7,0,0
75,16,150,0,2,5565,0,0,1,1
43,22,86,43,2,7587,988,5,0,0
35,18,105,0,3,-1,0,0,1,1
43,15,86,0,2,5636,2,10,0,0
59,51,236,0,4,-1,0,0,1,1
93,14,186,0,2,2996,4189860,2,1,1
166,10,498,1162,3,-1,0,0,1,1
56,19,112,0,2,7559,1695,7,1,0
68,22,204,0,3,5749,512817,3,0,0
71,27,71,0,1,431,8509505,0,1,1
58,15,464,0,8,9018,1518277,2,1,1
33,10,66,0,2,7767,0,1,1,1
71,35,142,142,2,11,0,0,1,1
26,13,26,0,1,1448,377916,2,1,0
55,38,165,0,3,1546,4669,2,1,1
32,14,64,0,2,4623,4769456,3,1,1
19,12,38,0,2,-1,5512197,3,0,0
45,34,180,0,4,361,0,1,1,1
38,16,76,0,2,2390,1639,6,0,0
75,17,300,0,4,12766,3518,6,1,0
62,16,186,124,3,-1,62321,4,0,0
60,12,180,0,3,90,0,1,1,1
46,25,92,0,2,845,0,0,1,1
31,23,31,31,1,379,0,0,0,1
43,35,86,0,2,2295,83378,5,1,1
55,46,110,220,2,4489,0,3,0,1
292,11,584,0,2,4759,0,0,1,1
141,13,141,846,1,1905,0,0,1,1
32,25,64,0,2,3370,0,0,0,0
46,14,92,92,2,5053,284,7,0,0
212,12,1696,212,8,-1,0,0,1,1
29,20,58,29,2,-1,0,1,0,0
267,213,3738,0,14,2660,0,4,1,1
56,16,56,56,1,8907,315877,5,0,0
55,14,110,55,2,-1,0,5,0,0
106,24,212,1272,2,8186,2674,5,0,0
26,18,52,0,2,3198,3786388,1,0,0
64,35,320,0,5,5616,0,5,1,1
75,18,225,225,3,8872,22640,4,1,0
51,8,51,51,1,2758,100014,4,1,0
34,25,68,0,2,8766,0,3,0,0
40,25,80,0,2,6260,684,6,0,0
24,15,48,24,2,-1,2122076,1,0,0
30,22,60,0,2,3195,307524,2,0,0
101,24,202,101,2,9,0,0,1,1
113,17,339,226,3,4609,0,3,1,1
39,10,39,78,1,-2,7477432,2,0,0
46,17,138,46,3,-1,0,1,1,1
124,46,620,0,5,3992,5707171,0,1,1
64,17,192,0,3,8604,271832,4,0,0
177,23,531,177,3,8591,240656,5,0,1
40,32,80,0,2,7298,0,5,0,0
75,39,225,150,3,13,0,0,1,1
36,14,72,0,2,3570,0,3,1,1
88,36,264,440,3,7309,0,5,1,1
22,13,44,0,2,2485,140193,2,0,0
52,21,104,0,2,9766,18753,5,0,0
68,20,136,204,2,2742,13917,4,0,0
48,18,96,0,2,6634,181546,5,1,0
68,19,136,408,2,3841,435135,6,1,0
21,13,21,0,1,4205,0,0,0,1
57,16,171,114,3,4299,845679,5,0,0
32,23,64,0,2,8487,2703192,4,0,0
55,14,110,0,2,2421,0,0,1,1
45,26,90,0,2,1819,81401,1,1,1
33,14,66,0,2,1953,4365,3,1,1
48,14,96,0,2,5314,407034,3,1,0
36,14,36,0,1,7817,0,2,1,1
48,39,96,96,2,804,0,2,1,1
148,16,296,148,2,870,0,0,1,1
58,30,290,0,5,7083,17964,3,1,1
19,12,38,0,2,-1,0,3,0,0
37,28,74,0,2,7295,0,5,1,1
86,69,344,172,4,5627,0,5,1,1
96,31,192,576,2,7616,2190,5,0,0
47,29,94,0,2,2122,2660343,2,0,1
124,46,620,0,5,3992,5707171,0,1,1
49,24,98,49,2,7119,32633,4,1,0
48,16,96,0,2,8348,1,10,1,1
164,30,984,656,6,5660,6032,6,1,1
77,17,154,0,2,6168,3204,5,0,0
75,16,150,75,2,759,0,0,1,1
40,24,120,80,3,1736,842411,0,1,1
32,24,64,0,2,2402,6428932,0,0,1
43,36,86,0,2,7295,0,5,1,1
25,13,50,0,2,-1,0,0,1,1
118,42,472,0,4,4003,5816617,0,1,1
28,20,56,0,2,1876,0,3,0,0
69,23,207,0,3,1407,0,0,1,1
27,19,81,0,3,2642,6139067,1,1,1
80,17,160,480,2,8915,566894,5,1,0
70,16,140,0,2,8346,1,10,1,1
24,16,48,0,2,-1,215794,3,0,0
25,16,75,0,3,-1,105280,3,0,0
49,19,98,98,2,3928,13712,5,1,0
38,21,76,0,2,6715,0,1,1,1
50,15,100,0,2,6072,14411,5,0,0
38,29,76,76,2,2837,0,2,1,1
27,19,81,0,3,-1,953722,3,0,0
84,47,336,0,4,1834,0,0,1,1
114,11,342,684,3,6828,5269,7,0,0
88,26,176,88,2,5640,519609,5,0,0
54,14,54,54,1,8050,814,6,0,0
23,10,23,0,1,5657,0,0,1,1
65,19,130,325,2,7872,2014,6,1,0
26,17,52,0,2,-1,3276486,3,0,0
31,23,93,0,3,-1,36441,4,0,0
38,29,76,0,2,1535,4641,2,1,1
74,17,222,0,3,8146,12516,6,0,0
37,29,74,0,2,7021,3782353,2,1,1
66,17,198,66,3,9229,6293,6,1,0
38,29,76,0,2,7087,18105,3,1,1
45,36,90,0,2,5232,0,7,0,1
28,20,56,28,2,-1,0,2,0,0
